delta X,delta width (tvoidFree),delta volume (tvoidFree)
9.000000000000000e-02,-2.738906398334517e-03,7.465338606027938e-03
1.000000000000000e-01,-2.738906398334517e-03,8.599891502049539e-03
1.100000000000000e-01,-2.738906398334517e-03,9.741361715517538e-03
1.200000000000000e-01,-2.738906398334517e-03,1.087593154404853e-02
1.300000000000000e-01,-3.651875197779431e-03,1.107708489780435e-02
1.400000000000000e-01,-4.564843997224344e-03,1.129005079521828e-02
1.500000000000000e-01,-3.651875197779431e-03,1.335109215501951e-02
1.600000000000000e-01,-4.564843997224344e-03,1.354804616986027e-02
1.700000000000000e-01,-4.564843997224344e-03,1.468052160819178e-02
1.800000000000000e-01,-4.564843997224344e-03,1.582002073591737e-02
1.900000000000000e-01,-4.564843997224344e-03,1.695251322109059e-02
2.000000000000000e-01,-4.564843997224344e-03,1.807794779861061e-02
2.100000000000000e-01,-4.564843997224344e-03,1.921042315389254e-02
2.200000000000000e-01,-6.390781596114170e-03,1.847127234493584e-02
2.300000000000000e-01,-5.477812796669257e-03,2.054562491373302e-02
2.400000000000000e-01,-6.390781596114170e-03,2.073206832800678e-02
2.500000000000000e-01,-6.390781596114170e-03,2.186959694931079e-02
2.600000000000000e-01,-6.390781596114170e-03,2.300001209112690e-02
2.700000000000000e-01,-6.390781596114170e-03,2.413042723294456e-02
2.800000000000000e-01,-6.390781596114170e-03,2.525366004545648e-02
2.900000000000000e-01,-6.390781596114170e-03,2.639125751657811e-02
3.000000000000000e-01,-6.390781596114170e-03,2.751445577983502e-02
3.100000000000000e-01,-6.390781596114170e-03,2.864485361593871e-02
3.200000000000000e-01,-8.216719195003996e-03,2.788285217095643e-02
3.300000000000000e-01,-8.216719195003996e-03,2.901117265413222e-02
3.400000000000000e-01,-8.216719195003996e-03,3.014676595261867e-02
3.500000000000000e-01,-8.216719195003996e-03,3.126781355842545e-02
3.600000000000000e-01,-8.216719195003996e-03,3.240344154953823e-02
3.700000000000000e-01,-8.216719195003996e-03,3.353177934799678e-02
3.800000000000000e-01,-8.216719195003996e-03,3.466011714645689e-02
3.900000000000000e-01,-8.216719195003996e-03,3.578845494491678e-02
4.000000000000000e-01,-8.216719195003996e-03,3.690941545714876e-02
4.100000000000000e-01,-9.129687994448910e-03,3.708957620356057e-02
4.200000000000000e-01,-8.216719195003996e-03,3.916605607183543e-02
4.300000000000000e-01,-9.129687994448910e-03,3.933675150588156e-02
4.400000000000000e-01,-9.129687994448910e-03,4.046403310597846e-02
4.500000000000000e-01,-1.004265679389382e-02,4.063906368569525e-02
4.600000000000000e-01,-1.004265679389382e-02,4.175785543537303e-02
4.700000000000000e-01,-1.004265679389382e-02,4.289158459589970e-02
4.800000000000000e-01,-1.004265679389382e-02,4.401784505100115e-02
4.900000000000000e-01,-1.004265679389382e-02,4.514410550610415e-02
5.000000000000000e-01,-1.004265679389382e-02,4.626282684197713e-02
