delta X,delta width (hydro),delta volume (hydro)
3.300000000000000e-01,-5.015890251920752e-02,-1.450536576853867e-02
3.400000000000000e-01,-5.067388470615897e-02,-1.395269870797866e-02
3.500000000000000e-01,-5.284859912482476e-02,-1.514093532960747e-02
3.600000000000000e-01,-5.336169705193194e-02,-1.459052518716675e-02
3.700000000000000e-01,-5.469404639362774e-02,-1.490198194705494e-02
3.800000000000000e-01,-5.682585088483683e-02,-1.605048754105909e-02
3.900000000000000e-01,-5.813685729285911e-02,-1.634662709543144e-02
4.000000000000000e-01,-5.944070318463290e-02,-1.664525956516172e-02
4.100000000000000e-01,-6.073751022229423e-02,-1.692549906369079e-02
4.200000000000000e-01,-6.124552172022080e-02,-1.639621508645073e-02
4.300000000000000e-01,-6.253463221167765e-02,-1.668038874402888e-02
4.400000000000000e-01,-6.381695535726795e-02,-1.696036852403493e-02
4.500000000000000e-01,-6.585666879266727e-02,-1.803239482264696e-02
4.600000000000000e-01,-6.711999385828105e-02,-1.830611061551390e-02
4.700000000000000e-01,-6.762429818745097e-02,-1.776901825601251e-02
4.800000000000000e-01,-6.962749749101649e-02,-1.882085947423584e-02
4.900000000000000e-01,-7.087154872710533e-02,-1.907579071949250e-02
5.000000000000000e-01,-7.137336688004003e-02,-1.855617020605804e-02
